,cond_vol
121,39.60276757822685
122,39.13295249755726
123,38.897062024218215
124,38.77915019339079
125,38.72034443102096
126,38.69104985626701
127,38.676464844813644
128,38.66920541106553
129,38.66559266754989
130,38.663794869734346
131,38.66290026889283
132,38.66245511501626
133,38.66223360812768
134,38.66212338761349
135,38.66206854265747
136,38.66204125222069
137,38.66202767271226
138,38.66202091565661
139,38.66201755339978
