,cond_vol
21,45.93960471427731
22,46.222053158177694
23,46.366260841969485
24,46.44005503142866
25,46.47786056104323
26,46.49724009131467
27,46.507177232266635
28,46.512273437382454
29,46.5148871944181
30,46.516227801692025
31,46.51691548074186
32,46.517268143973354
33,46.51744903363065
34,46.51754181756613
35,46.51758940743012
36,46.517613817634185
37,46.517626340057035
38,46.51763276613756
39,46.517636058917326
