,AXIS BANK,BOB,CITY UNION BANK,FEDERAL BANK,HDFC,ICICI,INDIAN BANK,PNB,SBI
0,1.5173023847415246,3.922033877786708,2.8906182875391027,1.8352661007045876,1.6316706633176408,3.794385523628725,3.1165211943147506,5.2892648740382375,2.9120820055180205
1,2.399377747630804,4.543620056283692,2.549758578758918,2.1363165187146187,1.632418083674203,5.8767994469030675,2.7325451341605493,5.627604672176478,3.5033993168158553
2,3.0866251710263044,4.874297759703412,2.2192449207614833,2.8509495786994394,1.557715380843407,6.768274725355303,2.7542276935205736,6.568890825327156,4.852541183679608
