,cond_vol
141,35.84917837919626
142,35.99549819206493
143,36.07035819984565
144,36.10871565653829
145,36.12838466616032
146,36.13847453000942
147,36.1436514953458
148,36.14630799572548
149,36.14767122035038
150,36.14837079927812
151,36.148729813829455
152,36.14891405660698
153,36.14900860855655
154,36.14905713196668
155,36.14908203387106
156,36.14909481337577
157,36.149101371741054
158,36.149104737455346
159,36.14910646472022
