,cond_vol
61,19.85374174323168
62,19.563616958646545
63,19.422782127797174
64,19.354800224095946
65,19.32207568685513
66,19.3063442349364
67,19.298786675492412
68,19.295157079457116
69,19.29341419096502
70,19.292577337368044
71,19.29217553334672
72,19.291982615758865
73,19.291889991256596
74,19.291845520114755
75,19.291824168541954
76,19.291813917191572
77,19.291808995299363
78,19.2918066321943
79,19.291805497617446
