,cond_vol
41,23.177675144622924
42,22.94080634034409
43,22.8243033376434
44,22.767224352741533
45,22.73931335566961
46,22.725678178344527
47,22.719020183734422
48,22.715769857909983
49,22.714183278209408
50,22.713408864154854
51,22.713030880516314
52,22.712846392933226
53,22.712756348156397
54,22.712712399200015
55,22.712690948674933
56,22.71268047914945
57,22.71267536920727
58,22.712672875159182
59,22.712671657870448
