,0
Gross NPA (%),-0.006833905026001563
Net NPA (%),0.0067507565077769005
Provision Coverage Ratio (%),-0.007706059653210362
CAR(%),0.04035449252621914
Tier 1 Capital,0.040893545131926556
Net Profit (cr),0.17800510916243262
