,cond_vol
101,29.134930095205913
102,28.849504445716956
103,28.70908037295834
104,28.64025151595352
105,28.6065775139942
106,28.590117792613807
107,28.582075945584247
108,28.578147741951955
109,28.57622913653486
110,28.575292104121942
111,28.57483447625778
112,28.574610982764334
113,28.57450183504636
114,28.574448530636133
115,28.574422498428856
116,28.57440978512181
117,28.57440357634673
118,28.574400544178825
119,28.57439906336477
